sample,mpu1AccX,mpu1AccY,mpu1AccZ,mpu1GyrX,mpu1GyrY,mpu1GyrZ,mpu1Temp,mpu2AccX,mpu2AccY,mpu2AccZ,mpu2GyrX,mpu2GyrY,mpu2GyrZ,mpu2Temp,ds18b20One,ds18b20Two
983,-0.575,-0.103,10.172,3.069,-2.198,2.992,16.25,-0.575,-0.103,10.172,3.069,-2.198,2.992,16.25,16.25,16.25
984,-0.139,-0.139,10.057,2.481,-1.725,1.656,16.25,-0.139,-0.139,10.057,2.481,-1.725,1.656,16.25,16.25,16.25
985,1.868,-1.236,10.234,3.282,4.779,3.656,16.01,1.868,-1.236,10.234,3.282,4.779,3.656,16.01,16.01,16.01
986,1.897,-0.766,10.327,-0.038,5.023,3.947,16.06,1.897,-0.766,10.327,-0.038,5.023,3.947,16.06,16.06,16.06
987,-3.983,0.738,9.884,-2.885,1.0,1.008,16.06,-3.983,0.738,9.884,-2.885,1.0,1.008,16.06,16.06,16.06
988,0.96,-0.81,9.891,-0.679,3.649,2.328,16.15,0.96,-0.81,9.891,-0.679,3.649,2.328,16.15,16.15,16.15
989,-3.075,1.212,9.614,-2.84,4.061,-0.756,16.06,-3.075,1.212,9.614,-2.84,4.061,-0.756,16.06,16.06,16.06
990,0.958,-0.393,9.958,-2.099,1.679,0.557,16.06,0.958,-0.393,9.958,-2.099,1.679,0.557,16.06,16.06,16.06
991,0.563,1.186,9.506,-2.031,5.634,-1.427,16.01,0.563,1.186,9.506,-2.031,5.634,-1.427,16.01,16.01,16.01
992,0.913,1.32,9.609,-0.58,5.878,-1.924,16.01,0.913,1.32,9.609,-0.58,5.878,-1.924,16.01,16.01,16.01
993,0.572,2.45,9.199,-1.382,4.748,-2.649,16.01,0.572,2.45,9.199,-1.382,4.748,-2.649,16.01,16.01,16.01
994,-2.812,1.744,9.949,-0.053,-2.427,-3.275,16.15,-2.812,1.744,9.949,-0.053,-2.427,-3.275,16.15,16.15,16.15
995,1.681,1.76,9.444,2.359,5.893,-2.397,16.15,1.681,1.76,9.444,2.359,5.893,-2.397,16.15,16.15,16.15
996,-2.498,1.669,9.724,0.534,-2.107,-2.885,16.01,-2.498,1.669,9.724,0.534,-2.107,-2.885,16.01,16.01,16.01
997,3.099,0.86,9.877,3.695,5.16,0.008,15.92,3.099,0.86,9.877,3.695,5.16,0.008,15.92,15.92,15.92
998,-2.778,1.906,9.903,2.969,-1.824,-1.534,16.06,-2.778,1.906,9.903,2.969,-1.824,-1.534,16.06,16.06,16.06
999,1.851,0.002,10.232,4.267,2.809,2.466,16.2,1.851,0.002,10.232,4.267,2.809,2.466,16.2,16.2,16.2
1000,-3.123,1.559,10.085,3.13,0.542,1.183,16.15,-3.123,1.559,10.085,3.13,0.542,1.183,16.15,16.15,16.15
1001,2.227,0.151,10.361,3.489,1.55,3.023,16.06,2.227,0.151,10.361,3.489,1.55,3.023,16.06,16.06,16.06
1002,-1.578,1.382,9.7,2.863,1.756,1.374,16.06,-1.578,1.382,9.7,2.863,1.756,1.374,16.06,16.06,16.06
1003,-3.743,0.908,9.975,1.763,-1.855,2.313,16.15,-3.743,0.908,9.975,1.763,-1.855,2.313,16.15,16.15,16.15
1004,-0.223,-0.254,10.162,2.733,0.336,3.008,16.2,-0.223,-0.254,10.162,2.733,0.336,3.008,16.2,16.2,16.2
1005,0.845,-1.118,10.191,1.389,0.718,4.137,15.92,0.845,-1.118,10.191,1.389,0.718,4.137,15.92,15.92,15.92
1006,0.757,-0.177,10.076,-0.038,5.504,3.931,16.25,0.757,-0.177,10.076,-0.038,5.504,3.931,16.25,16.25,16.25
1007,0.211,-0.108,9.573,-2.015,5.0,0.298,16.06,0.211,-0.108,9.573,-2.015,5.0,0.298,16.06,16.06,16.06
1008,-3.947,0.975,9.954,-3.313,-0.305,-2.237,16.25,-3.947,0.975,9.954,-3.313,-0.305,-2.237,16.25,16.25,16.25
1009,-4.395,1.629,9.774,-3.145,-1.244,-2.489,16.06,-4.395,1.629,9.774,-3.145,-1.244,-2.489,16.06,16.06,16.06
1010,-1.169,0.4,10.222,-0.489,-0.221,-2.229,15.92,-1.169,0.4,10.222,-0.489,-0.221,-2.229,15.92,15.92,15.92
1011,-1.351,1.346,9.97,-0.55,-0.595,-1.366,16.01,-1.351,1.346,9.97,-0.55,-0.595,-1.366,16.01,16.01,16.01
1012,1.806,1.454,9.75,1.863,5.718,-1.695,16.39,1.806,1.454,9.75,1.863,5.718,-1.695,16.39,16.39,16.39
1013,2.146,1.415,9.539,3.198,5.687,-0.824,16.06,2.146,1.415,9.539,3.198,5.687,-0.824,16.06,16.06,16.06
1014,-0.893,1.226,9.285,-2.992,4.183,-1.198,16.01,-0.893,1.226,9.285,-2.992,4.183,-1.198,16.01,16.01,16.01
1015,-0.984,0.371,10.15,-1.275,-1.802,-2.695,16.06,-0.984,0.371,10.15,-1.275,-1.802,-2.695,16.06,16.06,16.06
1016,2.167,0.546,9.882,0.649,4.718,0.061,16.2,2.167,0.546,9.882,0.649,4.718,0.061,16.2,16.2,16.2
1017,2.673,0.572,10.119,2.595,5.023,-2.229,16.06,2.673,0.572,10.119,2.595,5.023,-2.229,16.06,16.06,16.06
1018,-1.72,2.67,9.154,1.504,2.618,-2.893,15.92,-1.72,2.67,9.154,1.504,2.618,-2.893,15.92,15.92,15.92
1019,-2.508,1.451,9.935,3.504,0.985,-0.298,16.06,-2.508,1.451,9.935,3.504,0.985,-0.298,16.06,16.06,16.06
1020,-0.97,0.57,10.471,3.076,-2.115,2.374,16.01,-0.97,0.57,10.471,3.076,-2.115,2.374,16.01,16.01,16.01
1021,-1.178,0.299,10.387,2.595,-2.74,2.405,16.15,-1.178,0.299,10.387,2.595,-2.74,2.405,16.15,16.15,16.15
1022,2.184,-0.513,9.82,3.733,4.489,4.061,16.06,2.184,-0.513,9.82,3.733,4.489,4.061,16.06,16.06,16.06
1023,2.282,-0.853,10.038,3.565,4.313,3.656,16.06,2.282,-0.853,10.038,3.565,4.313,3.656,16.06,16.06,16.06
1024,1.286,-0.707,9.968,0.229,5.153,4.107,16.06,1.286,-0.707,9.968,0.229,5.153,4.107,16.06,16.06,16.06
1025,-3.791,0.493,10.21,-2.061,-1.374,2.031,16.06,-3.791,0.493,10.21,-2.061,-1.374,2.031,16.06,16.06,16.06
1026,1.377,-0.893,10.251,0.573,3.198,3.313,16.06,1.377,-0.893,10.251,0.573,3.198,3.313,16.06,16.06,16.06
1027,-4.282,0.484,10.071,-2.87,-0.176,0.504,16.06,-4.282,0.484,10.071,-2.87,-0.176,0.504,16.06,16.06,16.06
1028,0.52,-0.714,10.212,-0.603,1.42,2.863,16.15,0.52,-0.714,10.212,-0.603,1.42,2.863,16.15,16.15,16.15
1029,-4.11,0.802,9.812,-3.45,1.489,-0.45,16.25,-4.11,0.802,9.812,-3.45,1.489,-0.45,16.25,16.25,16.25
1030,-0.218,-0.338,9.97,-2.405,0.069,0.74,16.06,-0.218,-0.338,9.97,-2.405,0.069,0.74,16.06,16.06,16.06
1031,-0.786,1.274,9.247,-2.954,4.405,-0.618,16.25,-0.786,1.274,9.247,-2.954,4.405,-0.618,16.25,16.25,16.25
1032,-2.096,0.228,9.958,-2.427,-1.298,-1.046,16.06,-2.096,0.228,9.958,-2.427,-1.298,-1.046,16.06,16.06,16.06
1033,0.043,1.36,9.23,-1.947,5.153,-1.046,16.06,0.043,1.36,9.23,-1.947,5.153,-1.046,16.06,16.06,16.06
1034,-4.103,1.665,9.793,-2.214,1.817,-3.565,16.2,-4.103,1.665,9.793,-2.214,1.817,-3.565,16.2,16.2,16.2
1035,-2.429,0.57,10.742,-0.931,-1.924,-2.977,15.92,-2.429,0.57,10.742,-0.931,-1.924,-2.977,15.92,15.92,15.92
1036,-2.68,1.624,10.018,-0.893,-2.519,-2.359,16.01,-2.68,1.624,10.018,-0.893,-2.519,-2.359,16.01,16.01,16.01
1037,1.995,0.898,9.846,2.115,5.099,-1.313,15.92,1.995,0.898,9.846,2.115,5.099,-1.313,15.92,15.92,15.92
1038,2.829,0.857,9.594,4.244,4.45,-0.321,16.2,2.829,0.857,9.594,4.244,4.45,-0.321,16.2,16.2,16.2
1039,-1.487,1.272,9.932,4.313,1.779,-0.71,16.06,-1.487,1.272,9.932,4.313,1.779,-0.71,16.06,16.06,16.06
1040,1.231,-0.22,10.375,5.305,2.389,1.336,16.01,1.231,-0.22,10.375,5.305,2.389,1.336,16.01,16.01,16.01
1041,-0.616,1.154,9.793,3.405,4.13,0.817,16.25,-0.616,1.154,9.793,3.405,4.13,0.817,16.25,16.25,16.25
1042,-1.075,0.687,9.942,4.031,2.542,1.878,16.06,-1.075,0.687,9.942,4.031,2.542,1.878,16.06,16.06,16.06
1043,-3.243,0.479,10.167,1.878,-2.45,3.0,16.15,-3.243,0.479,10.167,1.878,-2.45,3.0,16.15,16.15,16.15
1044,-2.867,0.017,10.473,1.802,-2.878,1.893,16.06,-2.867,0.017,10.473,1.802,-2.878,1.893,16.06,16.06,16.06
1045,-3.193,0.081,10.253,-1.267,-2.412,2.824,16.15,-3.193,0.081,10.253,-1.267,-2.412,2.824,16.15,16.15,16.15
1046,1.739,-0.448,10.018,0.015,5.962,3.092,16.2,1.739,-0.448,10.018,0.015,5.962,3.092,16.2,16.2,16.2
1047,-3.825,0.407,10.342,-2.267,-2.511,1.366,15.92,-3.825,0.407,10.342,-2.267,-2.511,1.366,15.92,15.92,15.92
1048,1.358,-0.728,10.035,-0.191,3.702,3.244,16.34,1.358,-0.728,10.035,-0.191,3.702,3.244,16.34,16.34,16.34
1049,-4.388,0.144,10.267,-3.557,-1.198,0.55,16.01,-4.388,0.144,10.267,-3.557,-1.198,0.55,16.01,16.01,16.01
1050,0.556,-0.493,10.047,-0.939,3.16,1.962,16.01,0.556,-0.493,10.047,-0.939,3.16,1.962,16.01,16.01,16.01
1051,-3.485,0.735,9.987,-3.672,0.496,-0.908,15.92,-3.485,0.735,9.987,-3.672,0.496,-0.908,15.92,15.92,15.92
1052,0.127,0.055,9.657,-2.198,1.565,0.771,15.92,0.127,0.055,9.657,-2.198,1.565,0.771,15.92,15.92,15.92
1053,-2.788,1.473,9.441,-3.16,2.153,-1.489,16.39,-2.788,1.473,9.441,-3.16,2.153,-1.489,16.39,16.39,16.39
1054,-0.663,-0.026,9.836,-1.947,-0.496,-0.855,16.06,-0.663,-0.026,9.836,-1.947,-0.496,-0.855,16.06,16.06,16.06
1055,1.396,0.376,9.8,-0.527,4.389,-0.344,16.06,1.396,0.376,9.8,-0.527,4.389,-0.344,16.06,16.06,16.06
1056,-2.091,1.789,9.748,-1.924,4.053,-3.695,15.87,-2.091,1.789,9.748,-1.924,4.053,-3.695,15.87,15.87,15.87
1057,-1.973,2.285,9.755,-1.718,3.26,-3.153,16.2,-1.973,2.285,9.755,-1.718,3.26,-3.153,16.2,16.2,16.2
1058,-2.611,1.384,10.179,-1.435,-2.916,-3.504,16.15,-2.611,1.384,10.179,-1.435,-2.916,-3.504,16.15,16.15,16.15
1059,-1.923,1.456,10.143,1.221,-2.076,-3.183,16.25,-1.923,1.456,10.143,1.221,-2.076,-3.183,16.25,16.25,16.25
1060,2.678,0.812,9.867,3.244,3.107,-0.931,16.15,2.678,0.812,9.867,3.244,3.107,-0.931,16.15,16.15,16.15
1061,1.99,0.05,10.129,4.863,3.618,2.443,16.15,1.99,0.05,10.129,4.863,3.618,2.443,16.15,16.15,16.15
1062,-1.346,1.162,9.805,3.824,3.359,1.389,16.15,-1.346,1.162,9.805,3.824,3.359,1.389,16.15,16.15,16.15
1063,-2.139,1.176,9.793,3.511,2.397,2.42,16.25,-2.139,1.176,9.793,3.511,2.397,2.42,16.25,16.25,16.25
1064,-3.202,0.769,9.848,2.038,-1.817,2.45,16.25,-3.202,0.769,9.848,2.038,-1.817,2.45,16.25,16.25,16.25
1065,-0.144,-0.472,10.311,2.397,-1.466,3.023,16.06,-0.144,-0.472,10.311,2.397,-1.466,3.023,16.06,16.06,16.06
1066,-1.164,0.115,10.083,2.519,3.908,2.168,16.15,-1.164,0.115,10.083,2.519,3.908,2.168,16.15,16.15,16.15
1067,-0.927,-1.178,10.663,1.504,-2.412,3.191,16.06,-0.927,-1.178,10.663,1.504,-2.412,3.191,16.06,16.06,16.06
1068,1.217,-0.982,10.196,1.855,4.847,3.718,16.2,1.217,-0.982,10.196,1.855,4.847,3.718,16.2,16.2,16.2
1069,-3.509,-0.17,10.234,-0.115,-2.351,3.802,16.39,-3.509,-0.17,10.234,-0.115,-2.351,3.802,16.39,16.39,16.39
1070,1.581,-0.75,10.09,1.206,5.435,4.076,16.06,1.581,-0.75,10.09,1.206,5.435,4.076,16.06,16.06,16.06
1071,-3.83,0.616,10.21,-2.176,-2.115,2.42,15.92,-3.83,0.616,10.21,-2.176,-2.115,2.42,15.92,15.92,15.92
1072,2.055,-0.577,10.059,0.252,4.496,3.954,15.87,2.055,-0.577,10.059,0.252,4.496,3.954,15.87,15.87,15.87
1073,-3.899,0.283,10.236,-3.069,-1.313,1.71,16.01,-3.899,0.283,10.236,-3.069,-1.313,1.71,16.01,16.01,16.01
1074,0.422,-0.728,10.045,-1.115,2.427,3.176,16.01,0.422,-0.728,10.045,-1.115,2.427,3.176,16.01,16.01,16.01
1075,-3.997,0.953,9.757,-3.389,0.26,0.282,16.15,-3.997,0.953,9.757,-3.389,0.26,0.282,16.15,16.15,16.15
1076,-3.727,0.707,9.925,-3.55,-2.176,-1.351,16.25,-3.727,0.707,9.925,-3.55,-2.176,-1.351,16.25,16.25,16.25
1077,0.563,0.187,9.978,-1.282,2.389,0.038,16.25,0.563,0.187,9.978,-1.282,2.389,0.038,16.25,16.25,16.25
1078,0.642,0.438,9.877,-0.718,2.435,-2.427,15.92,0.642,0.438,9.877,-0.718,2.435,-2.427,15.92,15.92,15.92
1079,-0.477,2.009,9.297,-0.893,5.061,-1.626,16.06,-0.477,2.009,9.297,-0.893,5.061,-1.626,16.06,16.06,16.06
1080,-0.426,2.608,9.266,-0.29,4.237,-3.809,16.01,-0.426,2.608,9.266,-0.29,4.237,-3.809,16.01,16.01,16.01
1081,-3.07,2.033,9.908,-0.115,-1.908,-3.534,16.06,-3.07,2.033,9.908,-0.115,-1.908,-3.534,16.06,16.06,16.06
1082,-2.306,2.179,9.817,1.588,-3.046,-1.534,16.06,-2.306,2.179,9.817,1.588,-3.046,-1.534,16.06,16.06,16.06
1083,0.558,0.129,10.279,4.328,1.458,1.168,15.92,0.558,0.129,10.279,4.328,1.458,1.168,15.92,15.92,15.92
1084,1.142,0.012,10.184,3.992,2.0,2.206,16.06,1.142,0.012,10.184,3.992,2.0,2.206,16.06,16.06,16.06
1085,-0.16,0.953,9.563,3.725,4.046,2.191,16.06,-0.16,0.953,9.563,3.725,4.046,2.191,16.06,16.06,16.06
1086,-3.93,0.958,10.014,1.313,0.183,2.779,16.01,-3.93,0.958,10.014,1.313,0.183,2.779,16.01,16.01,16.01
1087,0.148,-0.134,10.033,3.084,1.0,4.008,16.01,0.148,-0.134,10.033,3.084,1.0,4.008,16.01,16.01,16.01
1088,-1.993,0.752,9.908,2.252,2.351,1.397,16.06,-1.993,0.752,9.908,2.252,2.351,1.397,16.06,16.06,16.06
1089,0.17,-0.445,10.311,2.748,-0.405,2.763,16.2,0.17,-0.445,10.311,2.748,-0.405,2.763,16.2,16.2,16.2
1090,-1.59,0.237,10.047,2.802,3.702,2.023,16.06,-1.59,0.237,10.047,2.802,3.702,2.023,16.06,16.06,16.06
1091,-0.477,-1.171,10.572,1.786,-2.45,3.58,15.92,-0.477,-1.171,10.572,1.786,-2.45,3.58,15.92,15.92,15.92
1092,0.786,-0.788,10.124,1.405,4.863,3.84,16.06,0.786,-0.788,10.124,1.405,4.863,3.84,16.06,16.06,16.06
1093,-3.336,0.005,10.397,-0.466,-2.382,3.962,16.06,-3.336,0.005,10.397,-0.466,-2.382,3.962,16.06,16.06,16.06
1094,1.626,-0.747,10.119,0.954,5.664,4.267,15.87,1.626,-0.747,10.119,0.954,5.664,4.267,15.87,15.87,15.87
1095,-3.499,0.517,10.109,-1.954,-2.229,1.817,16.06,-3.499,0.517,10.109,-1.954,-2.229,1.817,16.06,16.06,16.06
1096,0.821,0.431,10.351,3.664,1.282,0.397,16.06,0.821,0.431,10.351,3.664,1.282,0.397,16.06,16.06,16.06
1097,-0.819,0.283,10.311,3.275,-1.748,2.008,15.73,-0.819,0.283,10.311,3.275,-1.748,2.008,15.73,15.73,15.73
1098,-0.046,0.97,9.673,3.756,3.985,1.237,15.92,-0.046,0.97,9.673,3.756,3.985,1.237,15.92,15.92,15.92
1099,-1.593,0.168,10.332,2.237,-2.664,3.023,16.06,-1.593,0.168,10.332,2.237,-2.664,3.023,16.06,16.06,16.06
1100,0.046,0.807,9.702,3.992,4.695,2.641,16.15,0.046,0.807,9.702,3.992,4.695,2.641,16.15,16.15,16.15
1101,-3.636,0.92,10.114,1.847,-2.397,3.237,16.25,-3.636,0.92,10.114,1.847,-2.397,3.237,16.25,16.25,16.25
1102,1.868,-0.24,9.709,2.863,5.321,3.168,16.15,1.868,-0.24,9.709,2.863,5.321,3.168,16.15,16.15,16.15
1103,-3.219,1.286,10.033,1.305,-2.046,2.008,16.01,-3.219,1.286,10.033,1.305,-2.046,2.008,16.01,16.01,16.01
1104,2.323,-0.376,9.791,3.191,4.183,2.817,16.15,2.323,-0.376,9.791,3.191,4.183,2.817,16.15,16.15,16.15
1105,-3.221,0.536,10.332,1.832,-1.412,2.496,16.06,-3.221,0.536,10.332,1.832,-1.412,2.496,16.06,16.06,16.06
1106,2.069,-0.941,10.035,2.817,2.702,3.641,16.25,2.069,-0.941,10.035,2.817,2.702,3.641,16.25,16.25,16.25
1107,1.229,-0.752,10.174,0.405,5.855,3.55,16.15,1.229,-0.752,10.174,0.405,5.855,3.55,16.15,16.15,16.15
1108,-3.269,0.68,10.102,-2.321,0.511,1.931,16.01,-3.269,0.68,10.102,-2.321,0.511,1.931,16.01,16.01,16.01
1109,-4.472,0.958,9.865,-3.748,-1.855,0.115,16.25,-4.472,0.958,9.865,-3.748,-1.855,0.115,16.25,16.25,16.25
1110,0.163,0.062,9.721,-1.992,0.748,0.122,16.06,0.163,0.062,9.721,-1.992,0.748,0.122,16.06,16.06,16.06
1111,1.753,0.263,9.889,-0.817,5.756,-0.908,16.15,1.753,0.263,9.889,-0.817,5.756,-0.908,16.15,16.15,16.15
1112,-4.148,1.612,9.884,-3.122,-0.092,-3.038,16.25,-4.148,1.612,9.884,-3.122,-0.092,-3.038,16.25,16.25,16.25
1113,-3.904,0.467,10.272,-1.786,-1.374,2.046,16.06,-3.904,0.467,10.272,-1.786,-1.374,2.046,16.06,16.06,16.06
1114,-0.572,-0.046,10.246,-0.847,0.206,-1.435,16.01,-0.572,-0.046,10.246,-0.847,0.206,-1.435,16.01,16.01,16.01
1115,1.863,-0.817,10.186,0.595,3.924,4.168,16.25,1.863,-0.817,10.186,0.595,3.924,4.168,16.25,16.25,16.25
1116,1.31,0.778,9.638,-0.863,5.206,-0.58,16.15,1.31,0.778,9.638,-0.863,5.206,-0.58,16.15,16.15,16.15
1117,-0.048,-0.419,10.37,2.763,-1.122,3.649,16.15,-0.048,-0.419,10.37,2.763,-1.122,3.649,16.15,16.15,16.15
1118,0.728,-0.462,9.884,-1.061,4.527,2.42,16.15,0.728,-0.462,9.884,-1.061,4.527,2.42,16.15,16.15,16.15
1119,-3.111,-0.362,10.514,-0.046,-2.748,3.626,16.06,-3.111,-0.362,10.514,-0.046,-2.748,3.626,16.06,16.06,16.06
1120,1.957,-1.097,10.375,0.939,4.969,4.046,16.39,1.957,-1.097,10.375,0.939,4.969,4.046,16.39,16.39,16.39
1121,1.526,-0.369,10.186,4.061,3.176,3.031,15.87,1.526,-0.369,10.186,4.061,3.176,3.031,15.87,15.87,15.87
1122,-3.511,0.515,10.22,2.389,0.282,2.153,16.06,-3.511,0.515,10.22,2.389,0.282,2.153,16.06,16.06,16.06
1123,-0.539,0.534,10.236,2.817,-0.42,2.824,16.15,-0.539,0.534,10.236,2.817,-0.42,2.824,16.15,16.15,16.15
1124,-0.034,1.375,9.47,3.153,3.664,1.473,16.25,-0.034,1.375,9.47,3.153,3.664,1.473,16.25,16.25,16.25
1125,-1.942,1.595,10.088,2.542,-3.382,-0.817,16.2,-1.942,1.595,10.088,2.542,-3.382,-0.817,16.2,16.2,16.2
1126,1.26,1.159,9.587,4.466,4.802,0.412,16.15,1.26,1.159,9.587,4.466,4.802,0.412,16.15,16.15,16.15
1127,-3.248,1.703,10.255,2.947,-1.802,0.725,16.06,-3.248,1.703,10.255,2.947,-1.802,0.725,16.06,16.06,16.06
1128,0.781,1.238,9.638,-1.565,5.519,-2.718,16.2,0.781,1.238,9.638,-1.565,5.519,-2.718,16.2,16.2,16.2
1129,-1.739,1.59,10.028,0.427,-2.412,-3.992,16.15,-1.739,1.59,10.028,0.427,-2.412,-3.992,16.15,16.15,16.15
1130,-1.727,0.319,10.148,-1.573,-0.748,-1.969,16.06,-1.727,0.319,10.148,-1.573,-0.748,-1.969,16.06,16.06,16.06
1131,1.641,1.902,9.559,0.893,5.924,-3.611,16.15,1.641,1.902,9.559,0.893,5.924,-3.611,16.15,16.15,16.15
1132,0.752,-0.853,10.191,-1.107,2.473,2.183,15.82,0.752,-0.853,10.191,-1.107,2.473,2.183,15.82,15.82,15.82
1133,2.108,0.472,9.844,0.328,5.221,-1.603,16.15,2.108,0.472,9.844,0.328,5.221,-1.603,16.15,16.15,16.15
1134,-1.322,-0.618,10.466,-0.641,-0.649,3.198,16.25,-1.322,-0.618,10.466,-0.641,-0.649,3.198,16.25,16.25,16.25
1135,0.793,-0.077,10.097,-0.695,1.237,-0.855,16.01,0.793,-0.077,10.097,-0.695,1.237,-0.855,16.01,16.01,16.01
1136,1.806,-1.032,10.339,1.298,4.855,3.611,16.06,1.806,-1.032,10.339,1.298,4.855,3.611,16.06,16.06,16.06
1137,-1.039,1.279,9.491,-2.351,3.672,-2.214,16.06,-1.039,1.279,9.491,-2.351,3.672,-2.214,16.06,16.06,16.06
1138,-0.795,-1.109,10.608,2.924,-0.519,3.458,16.15,-0.795,-1.109,10.608,2.924,-0.519,3.458,16.15,16.15,16.15
1139,-4.084,0.273,10.212,-2.687,0.519,0.649,16.01,-4.084,0.273,10.212,-2.687,0.519,0.649,16.01,16.01,16.01
1140,-1.305,-1.202,10.411,1.687,-0.603,4.496,15.87,-1.305,-1.202,10.411,1.687,-0.603,4.496,15.87,15.87,15.87
1141,-0.91,0.139,9.932,0.198,4.275,3.29,16.01,-0.91,0.139,9.932,0.198,4.275,3.29,16.01,16.01,16.01
1142,-2.352,0.189,10.203,1.0,-1.702,2.389,16.06,-2.352,0.189,10.203,1.0,-1.702,2.389,16.06,16.06,16.06
1143,1.092,0.347,9.767,3.099,5.641,2.824,16.06,1.092,0.347,9.767,3.099,5.641,2.824,16.06,16.06,16.06
1144,-1.796,1.403,10.016,4.527,2.786,-0.435,15.73,-1.796,1.403,10.016,4.527,2.786,-0.435,15.73,15.73,15.73
1145,-1.236,0.723,10.215,3.71,-1.511,1.588,16.2,-1.236,0.723,10.215,3.71,-1.511,1.588,16.2,16.2,16.2
1146,0.362,1.083,9.654,-0.16,1.473,-0.137,15.92,0.362,1.083,9.654,-0.16,1.473,-0.137,15.92,15.92,15.92
1147,-2.462,2.778,9.736,-0.756,2.198,-4.069,16.01,-2.462,2.778,9.736,-0.756,2.198,-4.069,16.01,16.01,16.01
1148,-2.836,2.076,9.817,0.366,-2.237,-3.076,15.92,-2.836,2.076,9.817,0.366,-2.237,-3.076,15.92,15.92,15.92
1149,-1.425,0.304,10.088,-2.061,-0.74,-1.183,16.39,-1.425,0.304,10.088,-2.061,-0.74,-1.183,16.39,16.39,16.39
1150,1.993,0.69,10.011,2.519,1.74,-2.084,16.06,1.993,0.69,10.011,2.519,1.74,-2.084,16.06,16.06,16.06
1151,2.646,0.752,9.93,3.336,2.046,-0.519,16.2,2.646,0.752,9.93,3.336,2.046,-0.519,16.2,16.2,16.2
1152,1.995,0.635,9.858,2.939,3.863,-2.221,16.06,1.995,0.635,9.858,2.939,3.863,-2.221,16.06,16.06,16.06
1153,-2.769,0.065,10.169,-1.969,-1.427,-0.519,16.06,-2.769,0.065,10.169,-1.969,-1.427,-0.519,16.06,16.06,16.06
1154,0.103,0.771,9.908,0.198,-0.092,-0.718,16.06,0.103,0.771,9.908,0.198,-0.092,-0.718,16.06,16.06,16.06
1155,1.861,0.187,9.518,-1.679,4.603,0.58,16.2,1.861,0.187,9.518,-1.679,4.603,0.58,16.2,16.2,16.2
1156,-1.609,2.484,9.714,-2.168,3.466,-2.71,16.25,-1.609,2.484,9.714,-2.168,3.466,-2.71,16.25,16.25,16.25
1157,-1.638,2.326,9.398,0.305,3.397,-4.176,15.82,-1.638,2.326,9.398,0.305,3.397,-4.176,15.82,15.82,15.82
1158,-2.5,2.534,9.736,1.519,-1.481,-2.748,16.25,-2.5,2.534,9.736,1.519,-1.481,-2.748,16.25,16.25,16.25
1159,1.605,1.514,9.573,0.137,5.336,-1.16,16.06,1.605,1.514,9.573,0.137,5.336,-1.16,16.06,16.06,16.06
1160,-4.012,2.395,9.896,-1.198,-2.084,-3.053,16.15,-4.012,2.395,9.896,-1.198,-2.084,-3.053,16.15,16.15,16.15
1161,1.966,-0.014,10.217,0.328,3.809,-1.672,15.73,1.966,-0.014,10.217,0.328,3.809,-1.672,15.73,15.73,15.73
1162,-3.298,1.667,9.889,-2.87,0.847,-3.992,16.06,-3.298,1.667,9.889,-2.87,0.847,-3.992,16.06,16.06,16.06
1163,1.873,0.642,9.99,0.198,2.901,-0.855,16.15,1.873,0.642,9.99,0.198,2.901,-0.855,16.15,16.15,16.15
1164,-3.724,2.27,9.834,-1.916,0.824,-2.878,16.06,-3.724,2.27,9.834,-1.916,0.824,-2.878,16.06,16.06,16.06
1165,0.208,0.371,10.09,-0.733,0.107,-1.504,16.25,0.208,0.371,10.09,-0.733,0.107,-1.504,16.25,16.25,16.25
1166,-0.156,1.49,9.582,-1.183,4.55,-3.405,16.06,-0.156,1.49,9.582,-1.183,4.55,-3.405,16.06,16.06,16.06
1167,0.455,0.299,10.112,-0.802,-0.863,-1.481,16.25,0.455,0.299,10.112,-0.802,-0.863,-1.481,16.25,16.25,16.25
1168,0.295,2.038,9.714,-0.977,4.794,-2.198,16.15,0.295,2.038,9.714,-0.977,4.794,-2.198,16.15,16.15,16.15
1169,-2.012,2.754,9.369,-0.489,2.0,-3.992,15.92,-2.012,2.754,9.369,-0.489,2.0,-3.992,15.92,15.92,15.92
1170,1.981,0.723,10.088,2.519,4.183,-1.252,16.2,1.981,0.723,10.088,2.519,4.183,-1.252,16.2,16.2,16.2
1171,-1.423,2.627,9.412,1.435,3.198,-3.244,16.2,-1.423,2.627,9.412,1.435,3.198,-3.244,16.2,16.2,16.2
1172,2.194,0.525,9.738,3.16,2.55,-1.534,16.15,2.194,0.525,9.738,3.16,2.55,-1.534,16.15,16.15,16.15
1173,-1.083,2.35,9.662,3.267,3.885,-0.947,16.15,-1.083,2.35,9.662,3.267,3.885,-0.947,16.15,16.15,16.15
1174,2.124,0.754,9.97,3.466,0.374,-0.168,15.87,2.124,0.754,9.97,3.466,0.374,-0.168,15.87,15.87,15.87
1175,-3.561,1.801,9.968,-1.557,-2.603,-2.198,16.25,-3.561,1.801,9.968,-1.557,-2.603,-2.198,16.25,16.25,16.25
1176,0.364,1.906,9.537,-0.916,4.931,-2.45,16.06,0.364,1.906,9.537,-0.916,4.931,-2.45,16.06,16.06,16.06
1177,2.098,-0.163,9.949,-0.405,5.015,-0.618,16.15,2.098,-0.163,9.949,-0.405,5.015,-0.618,16.15,16.15,16.15
